DEBUG main com.example.demo.TestClass - This is debug
This is debug
This is debug
This is debug
2018-12-15 01:32:15,827 DEBUG main com.example.demo.TestClass - This is debug
2018-12-15 01:32:59,626 DEBUG main com.example.demo.TestClass - This is debug
2018-12-15 01:33:43,625 DEBUG main com.example.demo.TestClass - This is debug
2018-12-15 01:34:07,316 DEBUG main com.example.demo.TestClass - This is debug
2018-12-15 01:34:35,266 DEBUG main com.example.demo.TestClass - This is debug
2018-12-15 01:34:52,293 DEBUG main com.example.demo.TestClass - This is debug
2018-12-15 01:35:09,550 DEBUG main com.example.demo.TestClass - This is debug
2018-12-15 01:35:32,279 DEBUG main com.example.demo.TestClass - This is debug
2018-12-15 01:48:51,059 DEBUG main com.example.demo.TestClass - This is debug
2018-12-15 01:49:13,014 DEBUG main com.example.demo.TestClass - This is debug
2018-12-15 01:49:13,015 DEBUG main com.example.demo.TestClass - This is debug
2018-12-15 01:49:33,342 DEBUG main com.example.demo.TestClass - This is debug
2018-12-15 01:49:33,343 DEBUG main com.example.demo.TestClass - This is debug
2018-12-22 02:05:05,185 DEBUG main org.springframework.web.context.support.StandardServletEnvironment - Activating profiles []
2018-12-22 02:05:05,431 DEBUG background-preinit org.jboss.logging - Logging Provider: org.jboss.logging.Log4jLoggerProvider
2018-12-22 02:05:05,431 INFO background-preinit org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.0.13.Final
2018-12-22 02:05:05,568 DEBUG background-preinit org.hibernate.validator.internal.engine.resolver.TraversableResolvers - Found javax.persistence.Persistence on classpath containing 'getPersistenceUtil'. Assuming JPA 2 environment. Trying to instantiate JPA aware TraversableResolver
2018-12-22 02:05:05,568 DEBUG background-preinit org.hibernate.validator.internal.engine.resolver.TraversableResolvers - Instantiated JPA aware TraversableResolver of type org.hibernate.validator.internal.engine.resolver.JPATraversableResolver.
2018-12-22 02:05:05,568 DEBUG background-preinit org.hibernate.validator.internal.xml.config.ValidationXmlParser - Trying to load META-INF/validation.xml for XML based Validator configuration.
2018-12-22 02:05:05,568 DEBUG background-preinit org.hibernate.validator.internal.xml.config.ResourceLoaderHelper - Trying to load META-INF/validation.xml via TCCL
2018-12-22 02:05:05,568 DEBUG background-preinit org.hibernate.validator.internal.xml.config.ResourceLoaderHelper - Trying to load META-INF/validation.xml via Hibernate Validator's class loader
2018-12-22 02:05:05,568 DEBUG background-preinit org.hibernate.validator.internal.xml.config.ValidationXmlParser - No META-INF/validation.xml found. Using annotation based configuration only.
2018-12-22 02:05:05,584 DEBUG main org.springframework.web.context.support.StandardServletEnvironment - Activating profiles []
2018-12-22 02:05:05,818 DEBUG main org.springframework.boot.context.logging.ClasspathLoggingApplicationListener - Application started with classpath: [file:/F:/Neon/demo/target/classes/, file:/C:/Users/Wahid/.m2/repository/org/springframework/boot/spring-boot-starter/1.3.3.RELEASE/spring-boot-starter-1.3.3.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/org/springframework/boot/spring-boot/2.1.0.RELEASE/spring-boot-2.1.0.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/org/springframework/spring-context/5.1.2.RELEASE/spring-context-5.1.2.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/org/springframework/boot/spring-boot-autoconfigure/2.1.0.RELEASE/spring-boot-autoconfigure-2.1.0.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/org/springframework/spring-core/5.1.2.RELEASE/spring-core-5.1.2.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/org/springframework/spring-jcl/5.1.2.RELEASE/spring-jcl-5.1.2.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/org/yaml/snakeyaml/1.23/snakeyaml-1.23.jar, file:/C:/Users/Wahid/.m2/repository/org/springframework/boot/spring-boot-starter-web/2.1.0.RELEASE/spring-boot-starter-web-2.1.0.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/org/springframework/boot/spring-boot-starter-json/2.1.0.RELEASE/spring-boot-starter-json-2.1.0.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/com/fasterxml/jackson/core/jackson-databind/2.9.7/jackson-databind-2.9.7.jar, file:/C:/Users/Wahid/.m2/repository/com/fasterxml/jackson/core/jackson-annotations/2.9.0/jackson-annotations-2.9.0.jar, file:/C:/Users/Wahid/.m2/repository/com/fasterxml/jackson/core/jackson-core/2.9.7/jackson-core-2.9.7.jar, file:/C:/Users/Wahid/.m2/repository/com/fasterxml/jackson/datatype/jackson-datatype-jdk8/2.9.7/jackson-datatype-jdk8-2.9.7.jar, file:/C:/Users/Wahid/.m2/repository/com/fasterxml/jackson/datatype/jackson-datatype-jsr310/2.9.7/jackson-datatype-jsr310-2.9.7.jar, file:/C:/Users/Wahid/.m2/repository/com/fasterxml/jackson/module/jackson-module-parameter-names/2.9.7/jackson-module-parameter-names-2.9.7.jar, file:/C:/Users/Wahid/.m2/repository/org/springframework/boot/spring-boot-starter-tomcat/2.1.0.RELEASE/spring-boot-starter-tomcat-2.1.0.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/javax/annotation/javax.annotation-api/1.3.2/javax.annotation-api-1.3.2.jar, file:/C:/Users/Wahid/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/9.0.12/tomcat-embed-core-9.0.12.jar, file:/C:/Users/Wahid/.m2/repository/org/apache/tomcat/embed/tomcat-embed-el/9.0.12/tomcat-embed-el-9.0.12.jar, file:/C:/Users/Wahid/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/9.0.12/tomcat-embed-websocket-9.0.12.jar, file:/C:/Users/Wahid/.m2/repository/org/hibernate/validator/hibernate-validator/6.0.13.Final/hibernate-validator-6.0.13.Final.jar, file:/C:/Users/Wahid/.m2/repository/javax/validation/validation-api/2.0.1.Final/validation-api-2.0.1.Final.jar, file:/C:/Users/Wahid/.m2/repository/org/jboss/logging/jboss-logging/3.3.2.Final/jboss-logging-3.3.2.Final.jar, file:/C:/Users/Wahid/.m2/repository/com/fasterxml/classmate/1.4.0/classmate-1.4.0.jar, file:/C:/Users/Wahid/.m2/repository/org/springframework/spring-web/5.1.2.RELEASE/spring-web-5.1.2.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/org/springframework/spring-beans/5.1.2.RELEASE/spring-beans-5.1.2.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/org/springframework/spring-webmvc/5.1.2.RELEASE/spring-webmvc-5.1.2.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/org/springframework/spring-aop/5.1.2.RELEASE/spring-aop-5.1.2.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/org/springframework/spring-expression/5.1.2.RELEASE/spring-expression-5.1.2.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/net/bytebuddy/byte-buddy/1.9.3/byte-buddy-1.9.3.jar, file:/C:/Users/Wahid/.m2/repository/org/springframework/boot/spring-boot-starter-log4j/1.2.5.RELEASE/spring-boot-starter-log4j-1.2.5.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/org/slf4j/jcl-over-slf4j/1.7.25/jcl-over-slf4j-1.7.25.jar, file:/C:/Users/Wahid/.m2/repository/org/slf4j/jul-to-slf4j/1.7.25/jul-to-slf4j-1.7.25.jar, file:/C:/Users/Wahid/.m2/repository/org/slf4j/slf4j-log4j12/1.7.25/slf4j-log4j12-1.7.25.jar, file:/C:/Users/Wahid/.m2/repository/log4j/log4j/1.2.17/log4j-1.2.17.jar, file:/C:/Users/Wahid/.m2/repository/org/postgresql/postgresql/9.4-1206-jdbc42/postgresql-9.4-1206-jdbc42.jar, file:/C:/Users/Wahid/.m2/repository/org/springframework/boot/spring-boot-starter-data-jpa/2.1.0.RELEASE/spring-boot-starter-data-jpa-2.1.0.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/org/springframework/boot/spring-boot-starter-aop/2.1.0.RELEASE/spring-boot-starter-aop-2.1.0.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/org/aspectj/aspectjweaver/1.9.2/aspectjweaver-1.9.2.jar, file:/C:/Users/Wahid/.m2/repository/org/springframework/boot/spring-boot-starter-jdbc/2.1.0.RELEASE/spring-boot-starter-jdbc-2.1.0.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/com/zaxxer/HikariCP/3.2.0/HikariCP-3.2.0.jar, file:/C:/Users/Wahid/.m2/repository/org/springframework/spring-jdbc/5.1.2.RELEASE/spring-jdbc-5.1.2.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/javax/transaction/javax.transaction-api/1.3/javax.transaction-api-1.3.jar, file:/C:/Users/Wahid/.m2/repository/javax/xml/bind/jaxb-api/2.3.1/jaxb-api-2.3.1.jar, file:/C:/Users/Wahid/.m2/repository/javax/activation/javax.activation-api/1.2.0/javax.activation-api-1.2.0.jar, file:/C:/Users/Wahid/.m2/repository/org/hibernate/hibernate-core/5.3.7.Final/hibernate-core-5.3.7.Final.jar, file:/C:/Users/Wahid/.m2/repository/javax/persistence/javax.persistence-api/2.2/javax.persistence-api-2.2.jar, file:/C:/Users/Wahid/.m2/repository/org/javassist/javassist/3.23.1-GA/javassist-3.23.1-GA.jar, file:/C:/Users/Wahid/.m2/repository/antlr/antlr/2.7.7/antlr-2.7.7.jar, file:/C:/Users/Wahid/.m2/repository/org/jboss/jandex/2.0.5.Final/jandex-2.0.5.Final.jar, file:/C:/Users/Wahid/.m2/repository/org/dom4j/dom4j/2.1.1/dom4j-2.1.1.jar, file:/C:/Users/Wahid/.m2/repository/org/hibernate/common/hibernate-commons-annotations/5.0.4.Final/hibernate-commons-annotations-5.0.4.Final.jar, file:/C:/Users/Wahid/.m2/repository/org/springframework/data/spring-data-jpa/2.1.2.RELEASE/spring-data-jpa-2.1.2.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/org/springframework/data/spring-data-commons/2.1.2.RELEASE/spring-data-commons-2.1.2.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/org/springframework/spring-orm/5.1.2.RELEASE/spring-orm-5.1.2.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/org/springframework/spring-tx/5.1.2.RELEASE/spring-tx-5.1.2.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/org/springframework/spring-aspects/5.1.2.RELEASE/spring-aspects-5.1.2.RELEASE.jar, file:/C:/Users/Wahid/.m2/repository/com/rollbar/rollbar-java/1.3.1/rollbar-java-1.3.1.jar, file:/C:/Users/Wahid/.m2/repository/com/rollbar/rollbar-api/1.3.1/rollbar-api-1.3.1.jar, file:/C:/Users/Wahid/.m2/repository/org/slf4j/slf4j-api/1.7.25/slf4j-api-1.7.25.jar]
2018-12-22 02:05:06,538 INFO main com.example.demo.DemoApplication - Starting DemoApplication on PSQ with PID 13048 (F:\Neon\demo\target\classes started by Wahid in F:\Neon\demo)
2018-12-22 02:05:06,538 DEBUG main com.example.demo.DemoApplication - Running with Spring Boot v2.1.0.RELEASE, Spring v5.1.2.RELEASE
2018-12-22 02:05:06,554 INFO main com.example.demo.DemoApplication - No active profile set, falling back to default profiles: default
2018-12-22 02:05:06,554 DEBUG main org.springframework.boot.SpringApplication - Loading source class com.example.demo.DemoApplication
2018-12-22 02:05:06,679 DEBUG main org.springframework.boot.context.config.ConfigFileApplicationListener - Loaded config file 'file:/F:/Neon/demo/target/classes/application.properties' (classpath:/application.properties)
2018-12-22 02:05:06,679 DEBUG main org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext - Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@282003e1
2018-12-22 02:05:06,797 DEBUG main org.springframework.beans.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
2018-12-22 02:05:06,812 DEBUG background-preinit org.hibernate.validator.messageinterpolation.ResourceBundleMessageInterpolator - Loaded expression factory via original TCCL
2018-12-22 02:05:06,843 DEBUG background-preinit org.hibernate.validator.internal.engine.ValidatorFactoryImpl - HV000234: Using org.hibernate.validator.messageinterpolation.ResourceBundleMessageInterpolator as ValidatorFactory-scoped message interpolator.
